SpeakerID,Location_name,Longitude,Latitude,Dialect area,Dialect group,County
skreia_02uk,Skreia,10.93689,60.651647,East,Flatbygdmål,Oppland
skreia_03gm,Skreia,10.93689,60.651647,East,Flatbygdmål,Oppland
skreia_04gk,Skreia,10.93689,60.651647,East,Flatbygdmål,Oppland
sokndal_01um,Sokndal,6.2883,58.340497,West,Sorvestlandsk,Rogaland
sokndal_02uk,Sokndal,6.2883,58.340497,West,Sorvestlandsk,Rogaland
sokndal_03gm,Sokndal,6.2883,58.340497,West,Sorvestlandsk,Rogaland
sokndal_04gk,Sokndal,6.2883,58.340497,West,Sorvestlandsk,Rogaland
stamsund_01um,Stamsund,13.847065,68.131692,North,Norlig-Norlandsmål,Nordland
stamsund_02uk,Stamsund,13.847065,68.131692,North,Norlig-Norlandsmål,Nordland
stamsund_03gm,Stamsund,13.847065,68.131692,North,Norlig-Norlandsmål,Nordland
stamsund_04gk,Stamsund,13.847065,68.131692,North,Norlig-Norlandsmål,Nordland
stange_02uk,Stange,11.184082,60.716198,East,Flatbygdmål,Hedmark
stange_03gm,Stange,11.184082,60.716198,East,Flatbygdmål,Hedmark
stange_06uk,Stange,11.184082,60.716198,East,Flatbygdmål,Hedmark
stange_07gm,Stange,11.184082,60.716198,East,Flatbygdmål,Hedmark
stavanger_01um,Stavanger,5.731773,58.96311,West,Sorvestlandsk,Rogaland
stavanger_02uk,Stavanger,5.731773,58.96311,West,Sorvestlandsk,Rogaland
stavanger_03gm,Stavanger,5.731773,58.96311,West,Sorvestlandsk,Rogaland
stavanger_04gk,Stavanger,5.731773,58.96311,West,Sorvestlandsk,Rogaland
steigen_01um,"Nordfold, Steigen",14.974709,67.938233,North,Norlig-Norlandsmål,Nordland
steigen_02uk,"Nordfold, Steigen",14.974709,67.938233,North,Norlig-Norlandsmål,Nordland
steigen_03gm,"Nordfold, Steigen",14.974709,67.938233,North,Norlig-Norlandsmål,Nordland
steigen_04gk,"Nordfold, Steigen",14.974709,67.938233,North,Norlig-Norlandsmål,Nordland
stonglandseidet_47,Stonglandseidet,17.171631,69.080335,North,Troms og Finnmark,Troms
stonglandseidet_50,Stonglandseidet,17.171631,69.080335,North,Troms og Finnmark,Troms
stranda_01um,Stranda,6.9104,62.290919,West,Nordvestlandsk,More og Romsdal
stranda_02uk,Stranda,6.9104,62.290919,West,Nordvestlandsk,More og Romsdal
stranda_03gm,Stranda,6.9104,62.290919,West,Nordvestlandsk,More og Romsdal
stranda_04gk,Stranda,6.9104,62.290919,West,Nordvestlandsk,More og Romsdal
stryn_01um,Stryn,6.726379,61.910513,West,Nordvestlandsk,Sogn og Fjordane
stryn_02uk,Stryn,6.726379,61.910513,West,Nordvestlandsk,Sogn og Fjordane
stryn_03gm,Stryn,6.726379,61.910513,West,Nordvestlandsk,Sogn og Fjordane
stryn_04gk,Stryn,6.726379,61.910513,West,Nordvestlandsk,Sogn og Fjordane
suldal_01um,Suldal,6.252337,59.4843,West,Sorvestlandsk,Rogaland
suldal_02uk,Suldal,6.252337,59.4843,West,Sorvestlandsk,Rogaland
suldal_03gm,Suldal,6.252337,59.4843,West,Sorvestlandsk,Rogaland
suldal_04gk,Suldal,6.252337,59.4843,West,Sorvestlandsk,Rogaland
surnadal_18,Surnadal,8.723145,62.967709,Trondersk,Nordmorsk,More og Romsdal
surnadal_19,Surnadal,8.723145,62.967709,Trondersk,Nordmorsk,More og Romsdal
surnadal_28,Surnadal,8.723145,62.967709,Trondersk,Nordmorsk,More og Romsdal
surnadal_29,Surnadal,8.723145,62.967709,Trondersk,Nordmorsk,More og Romsdal
sylling_01um,Sylling,10.285006,59.893781,East,Flatbygdmål,Buskerud
sylling_02uk,Sylling,10.285006,59.893781,East,Flatbygdmål,Buskerud
sylling_03gm,Sylling,10.285006,59.893781,East,Flatbygdmål,Buskerud
sylling_04gk,Sylling,10.285006,59.893781,East,Flatbygdmål,Buskerud
tana_01um,Tana,28.146973,70.19255,North,Troms og Finnmark,Finnmark
tana_02uk,Tana,28.146973,70.19255,North,Troms og Finnmark,Finnmark
tana_03gm,Tana,28.146973,70.19255,North,Troms og Finnmark,Finnmark
tana_04gk,Tana,28.146973,70.19255,North,Troms og Finnmark,Finnmark
time_01um,Time,5.646629,58.73347,West,Sorvestlandsk,Rogaland
time_02uk,Time,5.646629,58.73347,West,Sorvestlandsk,Rogaland
time_03gm,Time,5.646629,58.73347,West,Sorvestlandsk,Rogaland
time_04gk,Time,5.646629,58.73347,West,Sorvestlandsk,Rogaland
tinn_01um,Tinn,8.613281,59.883425,East,Fjellbygd,Telemark
tinn_03gm,Tinn,8.613281,59.883425,East,Fjellbygd,Telemark
tinn_04gk,Tinn,8.613281,59.883425,East,Fjellbygd,Telemark
tinn_05um,Tinn,8.613281,59.883425,East,Fjellbygd,Telemark
todalen_01um,Todalen,8.701172,62.825056,Trondersk,Nordmorsk,More og Romsdal
todalen_02uk,Todalen,8.701172,62.825056,Trondersk,Nordmorsk,More og Romsdal
todalen_03gm,Todalen,8.701172,62.825056,Trondersk,Nordmorsk,More og Romsdal
todalen_04gk,Todalen,8.701172,62.825056,Trondersk,Nordmorsk,More og Romsdal
tromsoe_01um,TromsÃ¸,18.945923,69.660905,North,Troms og Finnmark,Troms
tromsoe_02uk,TromsÃ¸,18.945923,69.660905,North,Troms og Finnmark,Troms
tromsoe_03gm,TromsÃ¸,18.945923,69.660905,North,Troms og Finnmark,Troms
tromsoe_04gk,TromsÃ¸,18.945923,69.660905,North,Troms og Finnmark,Troms
trondheim_01um,Trondheim,10.437012,63.425946,Trondersk,Osttrondersk,Sor-Trondelag
trondheim_01um_,Trondheim,10.437012,63.425946,Trondersk,Osttrondersk,Sor-Trondelag
trondheim_02uk,Trondheim,10.437012,63.425946,Trondersk,Osttrondersk,Sor-Trondelag
trondheim_03gm,Trondheim,10.437012,63.425946,Trondersk,Osttrondersk,Sor-Trondelag
trondheim_04gk,Trondheim,10.437012,63.425946,Trondersk,Osttrondersk,Sor-Trondelag
trysil_01um,Trysil,12.293701,61.275513,East,Flatbygdmål,Hedmark
trysil_02uk,Trysil,12.293701,61.275513,East,Flatbygdmål,Hedmark
trysil_03gm,Trysil,12.293701,61.275513,East,Flatbygdmål,Hedmark
trysil_04gk,Trysil,12.293701,61.275513,East,Flatbygdmål,Hedmark
valle_01um,Valle,7.536621,59.195626,West,Sorlandsk,Aust-Agder
valle_02uk,Valle,7.536621,59.195626,West,Sorlandsk,Aust-Agder
valle_03gm,Valle,7.536621,59.195626,West,Sorlandsk,Aust-Agder
valle_04gk,Valle,7.536621,59.195626,West,Sorlandsk,Aust-Agder
vang_01um,Vang,8.55835,61.116713,East,Fjellbygd,Oppland
vang_02uk,Vang,8.55835,61.116713,East,Fjellbygd,Oppland
vang_03gm,Vang,8.55835,61.116713,East,Fjellbygd,Oppland
vang_04gk,Vang,8.55835,61.116713,East,Fjellbygd,Oppland
vardoe_01um,VardÃ¸,31.116028,70.372319,North,Troms og Finnmark,Finnmark
vardoe_02uk,VardÃ¸,31.116028,70.372319,North,Troms og Finnmark,Finnmark
vardoe_03gm,VardÃ¸,31.116028,70.372319,North,Troms og Finnmark,Finnmark
vardoe_04gk,VardÃ¸,31.116028,70.372319,North,Troms og Finnmark,Finnmark
vegaarshei_01um,VegÃ¥rshei,8.860474,58.748257,West,Sorlandsk,Aust-Agder
vegaarshei_02uk,VegÃ¥rshei,8.860474,58.748257,West,Sorlandsk,Aust-Agder
vegaarshei_03gm,VegÃ¥rshei,8.860474,58.748257,West,Sorlandsk,Aust-Agder
vegaarshei_04gk,VegÃ¥rshei,8.860474,58.748257,West,Sorlandsk,Aust-Agder
vennesla_01um,Vennesla,7.970581,58.260397,West,Sorvestlandsk,Vest-Agder
vennesla_02uk,Vennesla,7.970581,58.260397,West,Sorvestlandsk,Vest-Agder
vennesla_03gm,Vennesla,7.970581,58.260397,West,Sorvestlandsk,Vest-Agder
vennesla_04gk,Vennesla,7.970581,58.260397,West,Sorvestlandsk,Vest-Agder
vestre_slidre_03gm,Vestre Slidre,8.931885,61.063601,East,Fjellbygd,Oppland
vestre_slidre_04gk,Vestre Slidre,8.931885,61.063601,East,Fjellbygd,Oppland
vinje_01um,Vinje,7.833252,59.623325,East,Fjellbygd,Telemark
vinje_04gk,Vinje,7.833252,59.623325,East,Fjellbygd,Telemark
vinje_05um,Vinje,7.833252,59.623325,East,Fjellbygd,Telemark
vinje_08gk,Vinje,7.833252,59.623325,East,Fjellbygd,Telemark
volda_01um,Volda,6.069946,62.144976,West,Nordvestlandsk,More og Romsdal
volda_02uk,Volda,6.069946,62.144976,West,Nordvestlandsk,More og Romsdal
volda_03gm,Volda,6.069946,62.144976,West,Nordvestlandsk,More og Romsdal
volda_04gk,Volda,6.069946,62.144976,West,Nordvestlandsk,More og Romsdal
voss_01um,Voss,6.399536,60.632796,West,Sorvestlandsk,Hordaland
voss_02uk,Voss,6.399536,60.632796,West,Sorvestlandsk,Hordaland
voss_03gm,Voss,6.399536,60.632796,West,Sorvestlandsk,Hordaland
voss_04gk,Voss,6.399536,60.632796,West,Sorvestlandsk,Hordaland
